match_id,num_assists,opponent,player,season_id
70295.0,2.0,Real Betis,Andrés Iniesta Luján,24.0
70307.0,1.0,Rayo Vallecano,David Villa Sánchez,24.0
70305.0,1.0,Deportivo La Coruna,Alexis Alejandro Sánchez Sánchez,24.0
267502.0,1.0,Athletic Club,Thiago Alcântara do Nascimento,24.0
70271.0,1.0,Sevilla,Cristian Tello Herrera,24.0
70262.0,1.0,Osasuna,Jordi Alba Ramos,24.0
70262.0,1.0,Osasuna,Alexis Alejandro Sánchez Sánchez,24.0
69328.0,1.0,Valencia,Sergio Busquets i Burgos,23.0
70219.0,1.0,Real Zaragoza,Alexis Alejandro Sánchez Sánchez,23.0
69331.0,1.0,Real Zaragoza,Francesc Fàbregas i Soler,23.0
69322.0,1.0,Racing Santander,Francesc Fàbregas i Soler,23.0
69316.0,1.0,Real Sociedad,Daniel Alves da Silva,23.0
69332.0,1.0,Rayo Vallecano,Daniel Alves da Silva,23.0
69335.0,1.0,Málaga,Pedro Eliezer Rodríguez Ledesma,23.0
69335.0,1.0,Málaga,Thiago Alcântara do Nascimento,23.0
69335.0,1.0,Málaga,Adriano Correia Claro,23.0
69297.0,1.0,Atlético Madrid,Pedro Eliezer Rodríguez Ledesma,23.0
69297.0,1.0,Atlético Madrid,David Villa Sánchez,23.0
70225.0,2.0,Granada,Daniel Alves da Silva,23.0
69293.0,1.0,Racing Santander,Andrés Iniesta Luján,23.0
69333.0,1.0,Levante,Daniel Alves da Silva,23.0
69343.0,1.0,Getafe,Andrés Iniesta Luján,23.0
69340.0,1.0,Málaga,Andrés Iniesta Luján,23.0
69327.0,1.0,Real Betis,Alexis Alejandro Sánchez Sánchez,23.0
69326.0,1.0,Sevilla,Andrés Iniesta Luján,23.0
69268.0,1.0,Villarreal,Andrés Iniesta Luján,23.0
69268.0,1.0,Villarreal,Thiago Alcântara do Nascimento,23.0
69320.0,1.0,Espanyol,Adriano Correia Claro,23.0
69314.0,1.0,Mallorca,Daniel Alves da Silva,23.0
70220.0,2.0,Osasuna,Francesc Fàbregas i Soler,23.0
70220.0,1.0,Osasuna,Daniel Alves da Silva,23.0
70224.0,2.0,Rayo Vallecano,Pedro Eliezer Rodríguez Ledesma,23.0
70221.0,1.0,Levante,Alexis Alejandro Sánchez Sánchez,23.0
69276.0,1.0,Atlético Madrid,Daniel Alves da Silva,22.0
69307.0,1.0,Osasuna,David Villa Sánchez,22.0
69271.0,1.0,Osasuna,Daniel Alves da Silva,22.0
69270.0,1.0,Getafe,David Villa Sánchez,22.0
69296.0,2.0,Hércules,Daniel Alves da Silva,22.0
69269.0,1.0,Atlético Madrid,Pedro Eliezer Rodríguez Ledesma,22.0
69302.0,1.0,Real Sociedad,Daniel Alves da Silva,22.0
69302.0,1.0,Real Sociedad,Bojan Krkíc Pérez,22.0
69282.0,1.0,Athletic Club,Daniel Alves da Silva,22.0
69274.0,1.0,Valencia,Adriano Correia Claro,22.0
69283.0,1.0,Mallorca,Seydou Kéita,22.0
69286.0,1.0,Racing Santander,Andrés Iniesta Luján,22.0
69236.0,1.0,Mallorca,Pedro Eliezer Rodríguez Ledesma,22.0
69308.0,1.0,Villarreal,Pedro Eliezer Rodríguez Ledesma,22.0
69263.0,1.0,Real Zaragoza,David Villa Sánchez,22.0
69306.0,1.0,Almería,David Villa Sánchez,22.0
69243.0,1.0,Sevilla,Daniel Alves da Silva,21.0
69243.0,1.0,Sevilla,Eric-Sylvain Bilal Abidal,21.0
69241.0,1.0,Tenerife,Daniel Alves da Silva,21.0
69239.0,1.0,Sevilla,Maxwell Scherrer Cabelino Andrade,21.0
69253.0,1.0,Real Zaragoza,Andrés Iniesta Luján,21.0
69244.0,1.0,Villarreal,Daniel Alves da Silva,21.0
69244.0,1.0,Villarreal,Xavier Hernández Creus,21.0
69229.0,1.0,Getafe,Zlatan Ibrahimović,21.0
69219.0,3.0,Tenerife,Bojan Krkíc Pérez,21.0
69218.0,1.0,Deportivo La Coruna,Daniel Alves da Silva,21.0
69218.0,1.0,Deportivo La Coruna,Pedro Eliezer Rodríguez Ledesma,21.0
69242.0,2.0,Real Valladolid,Gnégnéri Yaya Touré,21.0
69259.0,1.0,Real Madrid,Xavier Hernández Creus,21.0
69224.0,2.0,Valencia,Thierry Henry,21.0
69224.0,1.0,Valencia,Xavier Hernández Creus,21.0
69210.0,1.0,Real Valladolid,Zlatan Ibrahimović,21.0
69240.0,1.0,Getafe,Gnégnéri Yaya Touré,21.0
69238.0,1.0,Málaga,Daniel Alves da Silva,21.0
69254.0,2.0,Racing Santander,Xavier Hernández Creus,21.0
69292.0,1.0,Atlético Madrid,Daniel Alves da Silva,21.0
69292.0,1.0,Atlético Madrid,Xavier Hernández Creus,21.0
69227.0,1.0,Real Zaragoza,Pedro Eliezer Rodríguez Ledesma,21.0
69227.0,1.0,Real Zaragoza,Andrés Iniesta Luján,21.0
69247.0,1.0,Athletic Club,Pedro Eliezer Rodríguez Ledesma,21.0
69225.0,1.0,Real Madrid,Thierry Henry,41.0
69251.0,1.0,Valencia,Andrés Iniesta Luján,41.0
69185.0,1.0,Atlético Madrid,Thierry Henry,41.0
69142.0,1.0,Málaga,Xavier Hernández Creus,41.0
69189.0,1.0,Numancia,Daniel Alves da Silva,41.0
69171.0,1.0,Sevilla,Xavier Hernández Creus,41.0
69171.0,1.0,Sevilla,Aliaksandr Hleb,41.0
69249.0,1.0,Real Madrid,Xavier Hernández Creus,41.0
69138.0,1.0,Sporting Gijón,Xavier Hernández Creus,41.0
69183.0,1.0,Deportivo La Coruna,Xavier Hernández Creus,41.0
69285.0,1.0,Recreativo Huelva,Daniel Alves da Silva,41.0
69151.0,1.0,Levante,Anderson Luís de Souza,40.0
69144.0,1.0,Atlético Madrid,Ronaldo de Assis Moreira,40.0
68360.0,1.0,Levante,Xavier Hernández Creus,40.0
69143.0,1.0,Real Zaragoza,Thierry Henry,40.0
69143.0,1.0,Real Zaragoza,Anderson Luís de Souza,40.0
69148.0,1.0,Sevilla,Thierry Henry,40.0
69176.0,1.0,Atlético Madrid,"Samuel Eto""o Fils",39.0
69176.0,1.0,Atlético Madrid,Giovanni van Bronckhorst,39.0
68336.0,1.0,Gimnàstic Tarragona,Anderson Luís de Souza,39.0
68326.0,1.0,Celta Vigo,Andrés Iniesta Luján,39.0
68335.0,1.0,Real Madrid,"Samuel Eto""o Fils",39.0
68335.0,1.0,Real Madrid,Ronaldo de Assis Moreira,39.0
68329.0,1.0,Sevilla,Xavier Hernández Creus,39.0
69165.0,1.0,Espanyol,Anderson Luís de Souza,39.0
69175.0,1.0,Deportivo La Coruna,Ronaldo de Assis Moreira,39.0
68327.0,1.0,Osasuna,"Samuel Eto""o Fils",39.0
68354.0,1.0,Racing Santander,"Samuel Eto""o Fils",38.0
68325.0,1.0,Mallorca,Sylvio Mendes Campos Junior,38.0
68325.0,1.0,Mallorca,Ronaldo de Assis Moreira,38.0
68316.0,1.0,Albacete,Ronaldo de Assis Moreira,37.0
